Grai	kirkii	kokia
Gorai.006G096100.1	maker-SEQ_393-snap-gene-274.68-mRNA-1	maker-SEQ_122682-augustus-gene-0.52-mRNA-1
Gorai.006G096300.1	maker-SEQ_393-snap-gene-275.62-mRNA-1	genemark-SEQ_122682-processed-gene-0.16-mRNA-1
Gorai.006G096400.1	maker-SEQ_393-snap-gene-274.67-mRNA-1	genemark-SEQ_122682-processed-gene-0.0-mRNA-1
Gorai.006G096900.1	maker-SEQ_393-augustus-gene-275.60-mRNA-1	maker-SEQ_128989-augustus-gene-0.23-mRNA-1
Gorai.006G097500.1	maker-SEQ_393-augustus-gene-276.83-mRNA-1	maker-SEQ_130318-augustus-gene-1.43-mRNA-1
Gorai.006G097900.1	maker-SEQ_393-augustus-gene-277.65-mRNA-1	maker-SEQ_130318-augustus-gene-1.44-mRNA-1
Gorai.006G098000.1	maker-SEQ_393-augustus-gene-277.73-mRNA-1	genemark-SEQ_130318-processed-gene-2.1-mRNA-1
Gorai.006G098200.1	maker-SEQ_393-snap-gene-277.83-mRNA-1	genemark-SEQ_130318-processed-gene-2.13-mRNA-1
Gorai.006G098400.1	maker-SEQ_393-snap-gene-277.76-mRNA-1	maker-SEQ_130318-augustus-gene-2.30-mRNA-1
Gorai.006G098700.1	maker-SEQ_393-snap-gene-277.79-mRNA-1	maker-SEQ_130318-augustus-gene-2.32-mRNA-1
Gorai.006G098800.1	maker-SEQ_393-augustus-gene-277.71-mRNA-1	genemark-SEQ_130318-processed-gene-2.8-mRNA-1
Gorai.006G099800.1	maker-SEQ_393-snap-gene-281.68-mRNA-1	maker-SEQ_113371-augustus-gene-0.27-mRNA-1
Gorai.006G099900.1	maker-SEQ_393-augustus-gene-281.64-mRNA-1	genemark-SEQ_113371-processed-gene-0.1-mRNA-1
Gorai.006G100000.1	maker-SEQ_393-snap-gene-281.70-mRNA-1	maker-SEQ_113371-augustus-gene-0.24-mRNA-1
Gorai.006G100200.1	maker-SEQ_393-augustus-gene-281.66-mRNA-1	maker-SEQ_129896-augustus-gene-0.40-mRNA-1
Gorai.006G100500.1	maker-SEQ_393-augustus-gene-282.69-mRNA-1	maker-SEQ_130352-augustus-gene-2.92-mRNA-1
Gorai.006G100700.1	genemark-SEQ_393-processed-gene-282.29-mRNA-1	augustus_masked-SEQ_130352-processed-gene-2.68-mRNA-1
Gorai.006G100800.1	maker-SEQ_393-snap-gene-282.76-mRNA-1	genemark-SEQ_130352-processed-gene-2.6-mRNA-1
Gorai.006G100900.1	augustus_masked-SEQ_393-processed-gene-282.9-mRNA-1	augustus_masked-SEQ_130352-processed-gene-2.69-mRNA-1
Gorai.006G101300.1	maker-SEQ_393-augustus-gene-282.73-mRNA-1	genemark-SEQ_130352-processed-gene-2.33-mRNA-1
Gorai.006G101400.1	maker-SEQ_393-augustus-gene-283.78-mRNA-1	maker-SEQ_130352-augustus-gene-2.96-mRNA-1
Gorai.006G101500.1	genemark-SEQ_393-processed-gene-283.18-mRNA-1	augustus_masked-SEQ_130352-processed-gene-2.54-mRNA-1
Gorai.006G101600.1	genemark-SEQ_393-processed-gene-283.31-mRNA-1	genemark-SEQ_130352-processed-gene-2.35-mRNA-1
Gorai.006G101700.1	maker-SEQ_393-snap-gene-283.83-mRNA-1	maker-SEQ_130352-augustus-gene-2.88-mRNA-1
Gorai.006G102000.1	maker-SEQ_393-augustus-gene-283.82-mRNA-1	genemark-SEQ_130352-processed-gene-2.37-mRNA-1
Gorai.006G102800.1	maker-SEQ_393-augustus-gene-284.52-mRNA-1	maker-SEQ_125031-augustus-gene-0.22-mRNA-1
Gorai.006G102900.1	maker-SEQ_393-augustus-gene-284.54-mRNA-1	genemark-SEQ_125031-processed-gene-0.7-mRNA-1
Gorai.006G103000.1	maker-SEQ_393-augustus-gene-285.58-mRNA-1	maker-SEQ_125031-augustus-gene-0.23-mRNA-1
Gorai.006G103500.1	maker-SEQ_393-snap-gene-285.69-mRNA-1	maker-SEQ_128802-augustus-gene-0.24-mRNA-1
Gorai.006G103700.1	maker-SEQ_356-augustus-gene-310.74-mRNA-1	maker-SEQ_126144-augustus-gene-0.34-mRNA-1
Gorai.006G104000.1	maker-SEQ_393-augustus-gene-286.60-mRNA-1	maker-SEQ_126144-augustus-gene-0.35-mRNA-1
Gorai.006G105000.1	maker-SEQ_393-augustus-gene-287.74-mRNA-1	maker-SEQ_121381-augustus-gene-0.6-mRNA-1
Gorai.006G105300.1	maker-SEQ_393-augustus-gene-287.75-mRNA-1	genemark-SEQ_112144-processed-gene-0.0-mRNA-1
Gorai.006G105900.1	maker-SEQ_393-augustus-gene-287.78-mRNA-1	genemark-SEQ_115955-processed-gene-1.21-mRNA-1
Gorai.006G106400.1	maker-SEQ_393-augustus-gene-288.78-mRNA-1	maker-SEQ_115955-augustus-gene-1.77-mRNA-1
Gorai.006G106600.1	maker-SEQ_393-snap-gene-288.84-mRNA-1	maker-SEQ_115955-augustus-gene-1.82-mRNA-1
Gorai.006G106700.1	maker-SEQ_393-snap-gene-288.89-mRNA-1	genemark-SEQ_115955-processed-gene-1.12-mRNA-1
Gorai.006G106800.1	maker-SEQ_393-snap-gene-288.85-mRNA-1	genemark-SEQ_115955-processed-gene-1.32-mRNA-1
Gorai.006G107300.1	maker-SEQ_393-snap-gene-288.92-mRNA-1	maker-SEQ_115955-augustus-gene-1.74-mRNA-1
Gorai.006G107400.1	maker-SEQ_393-augustus-gene-288.83-mRNA-1	maker-SEQ_115955-augustus-gene-1.73-mRNA-1
Gorai.006G107600.1	maker-SEQ_393-augustus-gene-289.55-mRNA-1	maker-SEQ_115955-augustus-gene-1.72-mRNA-1
Gorai.006G108300.1	maker-SEQ_393-augustus-gene-187.56-mRNA-1	maker-SEQ_115955-augustus-gene-0.37-mRNA-1
Gorai.006G108400.1	maker-SEQ_393-augustus-gene-187.55-mRNA-1	maker-SEQ_115955-augustus-gene-0.36-mRNA-1
Gorai.006G108600.1	maker-SEQ_393-snap-gene-187.59-mRNA-1	maker-SEQ_115955-augustus-gene-0.33-mRNA-1
Gorai.006G110100.1	maker-SEQ_393-augustus-gene-116.77-mRNA-1	maker-SEQ_130403-augustus-gene-1.77-mRNA-1
Gorai.006G110200.1	maker-SEQ_393-augustus-gene-116.76-mRNA-1	maker-SEQ_130403-augustus-gene-1.76-mRNA-1
Gorai.006G110500.1	maker-SEQ_393-snap-gene-116.96-mRNA-1	genemark-SEQ_130403-processed-gene-1.39-mRNA-1
Gorai.006G110800.1	maker-SEQ_393-augustus-gene-116.81-mRNA-1	maker-SEQ_130403-augustus-gene-1.78-mRNA-1
Gorai.006G111100.1	augustus_masked-SEQ_393-processed-gene-116.0-mRNA-1	maker-SEQ_130055-augustus-gene-0.11-mRNA-1
Gorai.006G111200.1	maker-SEQ_393-snap-gene-115.65-mRNA-1	genemark-SEQ_130403-processed-gene-1.6-mRNA-1
Gorai.006G111400.1	maker-SEQ_393-augustus-gene-115.55-mRNA-1	maker-SEQ_130403-augustus-gene-1.71-mRNA-1
Gorai.006G111600.1	maker-SEQ_393-augustus-gene-115.60-mRNA-1	maker-SEQ_130403-augustus-gene-0.32-mRNA-1
Gorai.006G112300.1	maker-SEQ_393-snap-gene-114.83-mRNA-1	maker-SEQ_126896-augustus-gene-0.58-mRNA-1
Gorai.006G112500.1	maker-SEQ_393-augustus-gene-114.68-mRNA-1	augustus_masked-SEQ_126896-processed-gene-0.47-mRNA-1
Gorai.006G113000.1	snap_masked-SEQ_393-processed-gene-114.58-mRNA-1	maker-SEQ_126896-augustus-gene-0.59-mRNA-1
Gorai.006G113100.1	maker-SEQ_393-augustus-gene-114.72-mRNA-1	maker-SEQ_126896-augustus-gene-0.60-mRNA-1
Gorai.006G113400.1	maker-SEQ_393-augustus-gene-113.64-mRNA-1	maker-SEQ_126896-augustus-gene-0.63-mRNA-1
Gorai.006G113700.1	maker-SEQ_393-augustus-gene-113.61-mRNA-1	maker-SEQ_126896-augustus-gene-0.65-mRNA-1
Gorai.006G113800.1	snap_masked-SEQ_393-processed-gene-113.47-mRNA-1	maker-SEQ_126896-augustus-gene-0.66-mRNA-1
Gorai.006G114200.1	augustus_masked-SEQ_393-processed-gene-113.1-mRNA-1	genemark-SEQ_129982-processed-gene-0.4-mRNA-1
Gorai.006G114800.1	snap_masked-SEQ_393-processed-gene-112.44-mRNA-1	genemark-SEQ_126640-processed-gene-0.11-mRNA-1
Gorai.006G115100.1	genemark-SEQ_393-processed-gene-112.18-mRNA-1	genemark-SEQ_113454-processed-gene-0.5-mRNA-1
Gorai.006G115200.1	maker-SEQ_393-augustus-gene-112.64-mRNA-1	maker-SEQ_113454-augustus-gene-0.12-mRNA-1
Gorai.006G115500.1	augustus_masked-SEQ_393-processed-gene-111.2-mRNA-1	maker-SEQ_129219-augustus-gene-0.25-mRNA-1
Gorai.006G115600.1	maker-SEQ_393-augustus-gene-110.66-mRNA-1	maker-SEQ_129828-augustus-gene-0.45-mRNA-1
Gorai.006G115800.1	maker-SEQ_393-snap-gene-110.75-mRNA-1	maker-SEQ_111295-augustus-gene-0.29-mRNA-1
Gorai.006G116100.1	maker-SEQ_393-augustus-gene-110.64-mRNA-1	maker-SEQ_111295-augustus-gene-0.28-mRNA-1
Gorai.006G116200.1	maker-SEQ_393-snap-gene-110.72-mRNA-1	maker-SEQ_111295-augustus-gene-0.27-mRNA-1
Gorai.006G116400.1	genemark-SEQ_393-processed-gene-110.17-mRNA-1	genemark-SEQ_111295-processed-gene-0.2-mRNA-1
Gorai.006G116700.1	maker-SEQ_393-augustus-gene-110.59-mRNA-1	genemark-SEQ_119444-processed-gene-0.5-mRNA-1
Gorai.006G116800.1	maker-SEQ_393-snap-gene-109.89-mRNA-1	augustus_masked-SEQ_119444-processed-gene-0.12-mRNA-1
Gorai.006G116900.1	maker-SEQ_393-augustus-gene-109.75-mRNA-1	maker-SEQ_119444-augustus-gene-0.23-mRNA-1
Gorai.006G117100.1	maker-SEQ_393-augustus-gene-109.77-mRNA-1	maker-SEQ_119444-augustus-gene-0.20-mRNA-1
Gorai.006G117200.1	maker-SEQ_393-augustus-gene-109.76-mRNA-1	maker-SEQ_119444-augustus-gene-0.21-mRNA-1
Gorai.006G117300.1	maker-SEQ_393-snap-gene-109.84-mRNA-1	augustus_masked-SEQ_126845-processed-gene-0.13-mRNA-1
Gorai.006G117900.1	maker-SEQ_393-augustus-gene-108.54-mRNA-1	maker-SEQ_129908-augustus-gene-0.30-mRNA-1
Gorai.006G118200.1	maker-SEQ_393-snap-gene-108.60-mRNA-1	genemark-SEQ_129908-processed-gene-0.12-mRNA-1
Gorai.006G118300.1	maker-SEQ_393-augustus-gene-108.50-mRNA-1	genemark-SEQ_129908-processed-gene-0.13-mRNA-1
Gorai.006G118600.1	augustus_masked-SEQ_393-processed-gene-107.9-mRNA-1	genemark-SEQ_129908-processed-gene-1.1-mRNA-1
Gorai.006G118700.1	maker-SEQ_393-augustus-gene-107.59-mRNA-1	maker-SEQ_129908-augustus-gene-1.56-mRNA-1
Gorai.006G118900.1	genemark-SEQ_393-processed-gene-107.17-mRNA-1	augustus_masked-SEQ_130351-processed-gene-0.16-mRNA-1
Gorai.006G119000.1	maker-SEQ_393-augustus-gene-107.61-mRNA-1	maker-SEQ_130351-augustus-gene-0.23-mRNA-1
Gorai.006G119100.1	maker-SEQ_393-augustus-gene-107.60-mRNA-1	maker-SEQ_130351-augustus-gene-0.22-mRNA-1
Gorai.006G120000.1	maker-SEQ_393-snap-gene-105.83-mRNA-1	maker-SEQ_129184-augustus-gene-0.43-mRNA-1
Gorai.006G120200.1	maker-SEQ_393-snap-gene-105.84-mRNA-1	augustus_masked-SEQ_129184-processed-gene-0.35-mRNA-1
Gorai.006G120400.1	genemark-SEQ_393-processed-gene-105.25-mRNA-1	genemark-SEQ_129184-processed-gene-0.8-mRNA-1
Gorai.006G120500.1	maker-SEQ_393-augustus-gene-105.76-mRNA-1	maker-SEQ_129184-augustus-gene-0.46-mRNA-1
Gorai.006G120700.1	maker-SEQ_393-snap-gene-105.81-mRNA-1	genemark-SEQ_129184-processed-gene-1.2-mRNA-1
Gorai.006G120900.1	maker-SEQ_393-snap-gene-106.71-mRNA-1	maker-SEQ_129184-augustus-gene-1.44-mRNA-1
Gorai.006G121200.1	snap_masked-SEQ_393-processed-gene-106.42-mRNA-1	genemark-SEQ_129184-processed-gene-1.8-mRNA-1
Gorai.006G121300.1	genemark-SEQ_393-processed-gene-106.26-mRNA-1	maker-SEQ_129184-augustus-gene-1.46-mRNA-1
Gorai.006G121900.1	maker-SEQ_393-snap-gene-104.75-mRNA-1	augustus_masked-SEQ_130335-processed-gene-1.29-mRNA-1
Gorai.006G122200.1	maker-SEQ_393-augustus-gene-103.66-mRNA-1	maker-SEQ_130335-augustus-gene-1.54-mRNA-1
Gorai.006G122300.1	maker-SEQ_393-augustus-gene-103.65-mRNA-1	maker-SEQ_130335-augustus-gene-1.55-mRNA-1
Gorai.006G122400.1	maker-SEQ_393-snap-gene-103.77-mRNA-1	maker-SEQ_130335-augustus-gene-1.58-mRNA-1
Gorai.006G123200.1	augustus_masked-SEQ_393-processed-gene-102.15-mRNA-1	maker-SEQ_130213-augustus-gene-0.36-mRNA-1
Gorai.006G123400.1	augustus_masked-SEQ_393-processed-gene-102.16-mRNA-1	maker-SEQ_130213-augustus-gene-0.35-mRNA-1
Gorai.006G123500.1	maker-SEQ_393-augustus-gene-102.69-mRNA-1	maker-SEQ_130213-augustus-gene-0.39-mRNA-1
Gorai.006G123700.1	maker-SEQ_393-snap-gene-102.85-mRNA-1	maker-SEQ_130213-augustus-gene-0.38-mRNA-1
Gorai.006G123900.1	maker-SEQ_393-augustus-gene-103.59-mRNA-1	augustus_masked-SEQ_130335-processed-gene-1.46-mRNA-1
Gorai.006G124000.1	maker-SEQ_393-snap-gene-103.73-mRNA-1	genemark-SEQ_130335-processed-gene-1.25-mRNA-1
Gorai.006G124300.1	maker-SEQ_393-snap-gene-102.88-mRNA-1	maker-SEQ_130213-augustus-gene-0.37-mRNA-1
Gorai.006G124400.1	maker-SEQ_393-augustus-gene-102.67-mRNA-1	augustus_masked-SEQ_130213-processed-gene-0.33-mRNA-1
Gorai.006G124800.1	augustus_masked-SEQ_393-processed-gene-102.1-mRNA-1	maker-SEQ_130213-augustus-gene-1.44-mRNA-1
Gorai.006G124900.1	augustus_masked-SEQ_393-processed-gene-102.0-mRNA-1	maker-SEQ_130213-augustus-gene-1.45-mRNA-1
Gorai.006G125000.1	snap_masked-SEQ_393-processed-gene-101.65-mRNA-1	maker-SEQ_130213-augustus-gene-1.40-mRNA-1
Gorai.006G125600.1	maker-SEQ_393-snap-gene-101.72-mRNA-1	maker-SEQ_130213-augustus-gene-1.47-mRNA-1
Gorai.006G126000.1	maker-SEQ_393-augustus-gene-100.60-mRNA-1	genemark-SEQ_130213-processed-gene-2.17-mRNA-1
Gorai.006G126400.1	augustus_masked-SEQ_393-processed-gene-100.8-mRNA-1	maker-SEQ_129023-augustus-gene-0.7-mRNA-1
Gorai.006G126700.1	genemark-SEQ_393-processed-gene-100.15-mRNA-1	genemark-SEQ_130321-processed-gene-3.9-mRNA-1
Gorai.006G126800.1	maker-SEQ_393-augustus-gene-99.41-mRNA-1	genemark-SEQ_130321-processed-gene-3.10-mRNA-1
Gorai.006G126900.1	maker-SEQ_393-augustus-gene-99.40-mRNA-1	augustus_masked-SEQ_130321-processed-gene-4.23-mRNA-1
Gorai.006G127000.1	genemark-SEQ_393-processed-gene-99.3-mRNA-1	maker-SEQ_130321-augustus-gene-4.42-mRNA-1
Gorai.006G127700.1	maker-SEQ_393-augustus-gene-98.72-mRNA-1	augustus_masked-SEQ_130321-processed-gene-4.31-mRNA-1
Gorai.006G128500.1	augustus_masked-SEQ_393-processed-gene-97.8-mRNA-1	maker-SEQ_130321-augustus-gene-5.47-mRNA-1
Gorai.006G128600.1	maker-SEQ_393-snap-gene-97.81-mRNA-1	maker-SEQ_130321-augustus-gene-5.44-mRNA-1
Gorai.006G128700.1	maker-SEQ_393-augustus-gene-97.67-mRNA-1	maker-SEQ_130321-augustus-gene-5.49-mRNA-1
Gorai.006G128800.1	maker-SEQ_393-augustus-gene-97.66-mRNA-1	genemark-SEQ_130321-processed-gene-5.21-mRNA-1
Gorai.006G129000.1	maker-SEQ_393-snap-gene-97.74-mRNA-1	maker-SEQ_130321-augustus-gene-5.51-mRNA-1
Gorai.006G129200.1	maker-SEQ_393-snap-gene-97.80-mRNA-1	maker-SEQ_130321-augustus-gene-5.45-mRNA-1
Gorai.006G129300.1	maker-SEQ_393-augustus-gene-96.59-mRNA-1	augustus_masked-SEQ_124396-processed-gene-0.26-mRNA-1
Gorai.006G129400.1	maker-SEQ_393-snap-gene-96.67-mRNA-1	augustus_masked-SEQ_124396-processed-gene-0.27-mRNA-1
Gorai.006G129600.1	maker-SEQ_393-snap-gene-96.66-mRNA-1	maker-SEQ_124396-augustus-gene-0.50-mRNA-1
Gorai.006G129700.1	snap_masked-SEQ_393-processed-gene-96.43-mRNA-1	augustus_masked-SEQ_124396-processed-gene-0.29-mRNA-1
Gorai.006G129900.1	maker-SEQ_393-augustus-gene-96.56-mRNA-1	maker-SEQ_124396-augustus-gene-0.51-mRNA-1
Gorai.006G130000.1	maker-SEQ_393-snap-gene-96.63-mRNA-1	maker-SEQ_124396-augustus-gene-0.56-mRNA-1
Gorai.006G130200.1	snap_masked-SEQ_393-processed-gene-95.72-mRNA-1	genemark-SEQ_124396-processed-gene-0.10-mRNA-1
Gorai.006G130600.1	maker-SEQ_393-augustus-gene-95.81-mRNA-1	augustus_masked-SEQ_124396-processed-gene-0.35-mRNA-1
Gorai.006G131100.1	maker-SEQ_393-snap-gene-95.87-mRNA-1	maker-SEQ_123667-augustus-gene-0.24-mRNA-1
Gorai.006G131300.1	augustus_masked-SEQ_393-processed-gene-95.0-mRNA-1	maker-SEQ_123667-augustus-gene-0.27-mRNA-1
Gorai.006G131400.1	maker-SEQ_393-snap-gene-94.96-mRNA-1	maker-SEQ_129976-augustus-gene-2.49-mRNA-1
Gorai.006G131600.1	maker-SEQ_393-augustus-gene-94.81-mRNA-1	maker-SEQ_129976-augustus-gene-2.47-mRNA-1
Gorai.006G131700.1	augustus_masked-SEQ_393-processed-gene-94.6-mRNA-1	augustus_masked-SEQ_129976-processed-gene-2.28-mRNA-1
Gorai.006G131800.1	maker-SEQ_393-augustus-gene-94.78-mRNA-1	maker-SEQ_129976-augustus-gene-2.42-mRNA-1
Gorai.006G132200.1	maker-SEQ_393-snap-gene-94.88-mRNA-1	maker-SEQ_129976-augustus-gene-2.45-mRNA-1
Gorai.006G132300.1	snap_masked-SEQ_393-processed-gene-94.48-mRNA-1	maker-SEQ_129976-augustus-gene-2.41-mRNA-1
Gorai.006G132400.1	maker-SEQ_393-snap-gene-94.84-mRNA-1	maker-SEQ_129976-augustus-gene-1.42-mRNA-1
Gorai.006G132500.1	augustus_masked-SEQ_393-processed-gene-94.0-mRNA-1	maker-SEQ_129976-augustus-gene-1.41-mRNA-1
Gorai.006G132600.1	maker-SEQ_393-augustus-gene-93.69-mRNA-1	genemark-SEQ_130062-processed-gene-0.11-mRNA-1
Gorai.006G132800.1	maker-SEQ_393-augustus-gene-93.67-mRNA-1	maker-SEQ_130062-augustus-gene-0.40-mRNA-1
Gorai.006G132900.1	augustus_masked-SEQ_393-processed-gene-93.12-mRNA-1	maker-SEQ_130062-augustus-gene-0.36-mRNA-1
Gorai.006G133200.1	maker-SEQ_393-snap-gene-93.82-mRNA-1	genemark-SEQ_130062-processed-gene-0.7-mRNA-1
Gorai.006G133300.1	maker-SEQ_393-augustus-gene-93.64-mRNA-1	maker-SEQ_130062-augustus-gene-0.43-mRNA-1
Gorai.006G133400.1	maker-SEQ_393-augustus-gene-93.70-mRNA-1	genemark-SEQ_130062-processed-gene-0.8-mRNA-1
Gorai.006G133700.1	maker-SEQ_393-augustus-gene-92.62-mRNA-1	maker-SEQ_130062-augustus-gene-1.32-mRNA-1
Gorai.006G133800.1	augustus_masked-SEQ_393-processed-gene-92.5-mRNA-1	augustus_masked-SEQ_130062-processed-gene-1.26-mRNA-1
Gorai.006G134100.1	augustus_masked-SEQ_393-processed-gene-92.3-mRNA-1	augustus_masked-SEQ_130062-processed-gene-1.27-mRNA-1
Gorai.006G134200.1	genemark-SEQ_393-processed-gene-92.13-mRNA-1	maker-SEQ_130062-augustus-gene-1.33-mRNA-1
Gorai.006G134300.1	maker-SEQ_393-augustus-gene-92.66-mRNA-1	augustus_masked-SEQ_130062-processed-gene-1.19-mRNA-1
Gorai.006G134400.1	maker-SEQ_393-snap-gene-92.72-mRNA-1	maker-SEQ_125916-augustus-gene-0.18-mRNA-1
Gorai.006G134600.1	maker-SEQ_393-snap-gene-91.64-mRNA-1	genemark-SEQ_125916-processed-gene-0.5-mRNA-1
Gorai.006G134700.1	maker-SEQ_393-snap-gene-91.65-mRNA-1	maker-SEQ_125916-augustus-gene-0.21-mRNA-1
Gorai.006G135000.1	maker-SEQ_393-augustus-gene-91.59-mRNA-1	maker-SEQ_124031-augustus-gene-0.7-mRNA-1
Gorai.006G135100.1	maker-SEQ_393-augustus-gene-91.58-mRNA-1	maker-SEQ_130030-augustus-gene-0.9-mRNA-1
Gorai.006G135300.1	maker-SEQ_393-snap-gene-91.70-mRNA-1	maker-SEQ_130362-augustus-gene-5.70-mRNA-1
Gorai.006G135500.1	augustus_masked-SEQ_393-processed-gene-91.5-mRNA-1	augustus_masked-SEQ_130362-processed-gene-5.51-mRNA-1
Gorai.006G135600.1	genemark-SEQ_393-processed-gene-91.13-mRNA-1	maker-SEQ_130362-augustus-gene-5.72-mRNA-1
Gorai.006G135700.1	maker-SEQ_393-augustus-gene-91.54-mRNA-1	genemark-SEQ_130362-processed-gene-5.15-mRNA-1
Gorai.006G135800.1	maker-SEQ_393-augustus-gene-90.69-mRNA-1	maker-SEQ_130362-augustus-gene-5.74-mRNA-1
Gorai.006G136000.1	maker-SEQ_393-snap-gene-90.78-mRNA-1	genemark-SEQ_130362-processed-gene-5.39-mRNA-1
Gorai.006G136400.1	maker-SEQ_393-snap-gene-90.81-mRNA-1	maker-SEQ_130362-augustus-gene-5.76-mRNA-1
Gorai.006G136500.1	genemark-SEQ_393-processed-gene-90.25-mRNA-1	genemark-SEQ_130362-processed-gene-5.22-mRNA-1
Gorai.006G137000.1	maker-SEQ_393-augustus-gene-89.90-mRNA-1	maker-SEQ_116298-augustus-gene-0.40-mRNA-1
Gorai.006G137100.1	maker-SEQ_393-augustus-gene-89.94-mRNA-1	maker-SEQ_116298-augustus-gene-0.41-mRNA-1
Gorai.006G137600.1	maker-SEQ_393-augustus-gene-89.87-mRNA-1	maker-SEQ_116298-augustus-gene-0.37-mRNA-1
Gorai.006G137700.1	maker-SEQ_393-augustus-gene-89.93-mRNA-1	augustus_masked-SEQ_116298-processed-gene-0.30-mRNA-1
Gorai.006G137900.1	augustus_masked-SEQ_393-processed-gene-89.13-mRNA-1	genemark-SEQ_125381-processed-gene-0.1-mRNA-1
Gorai.006G138000.1	maker-SEQ_393-augustus-gene-89.85-mRNA-1	maker-SEQ_125381-augustus-gene-0.18-mRNA-1
Gorai.006G138200.1	genemark-SEQ_393-processed-gene-89.22-mRNA-1	maker-SEQ_114865-augustus-gene-0.13-mRNA-1
Gorai.006G138300.1	genemark-SEQ_393-processed-gene-89.20-mRNA-1	genemark-SEQ_114865-processed-gene-0.3-mRNA-1
Gorai.006G138600.1	maker-SEQ_393-augustus-gene-88.48-mRNA-1	maker-SEQ_114865-augustus-gene-0.12-mRNA-1
Gorai.006G138700.1	maker-SEQ_393-augustus-gene-88.47-mRNA-1	maker-SEQ_130204-augustus-gene-1.47-mRNA-1
Gorai.006G139000.1	maker-SEQ_393-snap-gene-88.50-mRNA-1	maker-SEQ_130204-augustus-gene-1.53-mRNA-1
Gorai.006G139200.1	maker-SEQ_393-augustus-gene-88.45-mRNA-1	maker-SEQ_130204-augustus-gene-2.40-mRNA-1
Gorai.006G139400.1	maker-SEQ_393-augustus-gene-88.43-mRNA-1	maker-SEQ_130204-augustus-gene-2.48-mRNA-1
Gorai.006G139700.1	maker-SEQ_393-augustus-gene-87.63-mRNA-1	maker-SEQ_130204-augustus-gene-2.50-mRNA-1
Gorai.006G139900.1	maker-SEQ_393-snap-gene-87.74-mRNA-1	maker-SEQ_130204-augustus-gene-2.51-mRNA-1
Gorai.006G140000.1	maker-SEQ_393-augustus-gene-87.61-mRNA-1	maker-SEQ_130204-augustus-gene-2.52-mRNA-1
Gorai.006G140100.1	augustus_masked-SEQ_393-processed-gene-87.33-mRNA-1	maker-SEQ_130204-augustus-gene-2.41-mRNA-1
Gorai.006G140200.1	maker-SEQ_393-augustus-gene-87.70-mRNA-1	augustus_masked-SEQ_130204-processed-gene-2.27-mRNA-1
Gorai.006G140800.1	augustus_masked-SEQ_393-processed-gene-87.24-mRNA-1	augustus_masked-SEQ_130204-processed-gene-2.39-mRNA-1
Gorai.006G140900.1	augustus_masked-SEQ_393-processed-gene-87.22-mRNA-1	augustus_masked-SEQ_130204-processed-gene-3.35-mRNA-1
Gorai.006G141200.1	maker-SEQ_393-augustus-gene-86.56-mRNA-1	maker-SEQ_130204-augustus-gene-3.60-mRNA-1
Gorai.006G141700.1	maker-SEQ_393-augustus-gene-86.59-mRNA-1	maker-SEQ_130204-augustus-gene-3.56-mRNA-1
Gorai.006G141800.1	augustus_masked-SEQ_393-processed-gene-86.22-mRNA-1	genemark-SEQ_130204-processed-gene-3.24-mRNA-1
Gorai.006G142500.1	maker-SEQ_393-augustus-gene-85.71-mRNA-1	maker-SEQ_130204-augustus-gene-3.64-mRNA-1
Gorai.006G142700.1	augustus_masked-SEQ_393-processed-gene-85.12-mRNA-1	augustus_masked-SEQ_130204-processed-gene-3.41-mRNA-1
Gorai.006G142800.1	maker-SEQ_393-snap-gene-85.80-mRNA-1	maker-SEQ_125432-augustus-gene-0.14-mRNA-1
Gorai.006G142900.1	augustus_masked-SEQ_393-processed-gene-85.11-mRNA-1	maker-SEQ_125432-augustus-gene-0.12-mRNA-1
Gorai.006G143000.1	maker-SEQ_393-augustus-gene-85.75-mRNA-1	maker-SEQ_125432-augustus-gene-0.13-mRNA-1
Gorai.006G143100.1	maker-SEQ_393-snap-gene-85.79-mRNA-1	augustus_masked-SEQ_125432-processed-gene-0.10-mRNA-1
Gorai.006G143200.1	augustus_masked-SEQ_393-processed-gene-85.2-mRNA-1	genemark-SEQ_130010-processed-gene-2.24-mRNA-1
Gorai.006G143400.1	maker-SEQ_393-augustus-gene-85.74-mRNA-1	maker-SEQ_130010-augustus-gene-2.60-mRNA-1
Gorai.006G143500.1	augustus_masked-SEQ_393-processed-gene-85.0-mRNA-1	augustus_masked-SEQ_130010-processed-gene-2.37-mRNA-1
Gorai.006G143600.1	augustus_masked-SEQ_393-processed-gene-84.39-mRNA-1	maker-SEQ_130010-augustus-gene-2.61-mRNA-1
Gorai.006G143800.1	augustus_masked-SEQ_393-processed-gene-84.37-mRNA-1	augustus_masked-SEQ_130010-processed-gene-2.43-mRNA-1
Gorai.006G143900.1	maker-SEQ_393-augustus-gene-84.71-mRNA-1	augustus_masked-SEQ_124663-processed-gene-0.21-mRNA-1
Gorai.006G144100.1	snap_masked-SEQ_393-processed-gene-84.50-mRNA-1	maker-SEQ_124663-augustus-gene-0.32-mRNA-1
Gorai.006G144600.1	maker-SEQ_393-snap-gene-83.54-mRNA-1	genemark-SEQ_124663-processed-gene-0.1-mRNA-1
Gorai.006G144700.1	maker-SEQ_393-augustus-gene-83.45-mRNA-1	maker-SEQ_124663-augustus-gene-0.30-mRNA-1
